index	speaker	text	sentiment	sentiment val	movingave(5eachside)	movingave (10 sentence)	movingave
8084	Oshima	 At lunchtime I take over from Oshima at the front counter.	  Negative	-1	-0.36364	-0.14286	0.112162659
8085	None	"There are fewer visitors than usual, probably due to the steady rain."	  Negative	-1	-0.36364	-0.14286	0.112162659
8086	Kafka Tamura	"When he comes back from his break, he hands me a large envelope with a computer printout of the sheet music for ""Kafka on the Shore."	  Neutral	0	-0.18182	-0.14286	0.112162659
8087	None	" Convenient world we live in,"" he says."	  Negative	-1	-0.27273	-0.19048	0.064542659
8088	None	"Thanks, I tell him."	  Positive	1	-0.18182	-0.095238	0.159784659
8089	None	"If you don't mind, why don't you take a cup of coffee upstairs."	  Negative	-1	-0.18182	-0.14286	0.112162659
8090	None	No cream or sugar.	  Neutral	0	-0.090909	-0.14286	0.112162659
8091	None	You make really good coffee.	  Positive	1	0	-0.095238	0.159784659
8092	None	 I make a fresh cup and take it on a tray to the second floor.	  Negative	-1	0	-0.095238	0.159784659
8093	Miss Saeki	"As always, the door to Miss Saeki's room is open and she's at her desk, writing."	  Positive	1	0.18182	-0.095238	0.159784659
8094	None	"When I put the cup of coffee on her desk, she looks up at me and smiles, then puts the cap back on her fountain pen and rests it on top of the paper."	  Neutral	0	0	-0.095238	0.159784659
8095	None	"So, are you getting used to things around here?"	  Neutral	0	0.090909	-0.047619	0.207403659
8096	None	" Bit by bit,"" I answer."	  Neutral	0	0.090909	0	0.255022659
8097	None	Are you free now?	  Neutral	0	0	0	0.255022659
8098	None	" Yes, I am,"" I tell her."	  Positive	1	0.090909	0.047619	0.302641659
8099	None	"Why don't you sit down, then."	  Negative	-1	0	-0.047619	0.207403659
8100	Miss Saeki	 Miss Saeki points to the wooden chair beside her desk.	  Neutral	0	0	0.047619	0.302641659
8101	None	Let's talk for a while.	  Neutral	0	0	0.047619	0.302641659
8102	None	 It's starting to thunder again.	  Neutral	0	0	0	0.255022659
8103	None	"Still far away, but gradually getting closer."	  Neutral	0	0	0.047619	0.302641659
8104	None	I do what she says and take a seat.	  Neutral	0	-0.18182	0	0.255022659
8105	None	How old are you again?	  Neutral	0	0	0	0.255022659
8106	None	Sixteen?	  Neutral	0	0	0	0.255022659
8107	None	 Fifteen.	  Neutral	0	0	0	0.255022659
8108	None	"I just turned fifteen,"" I respond."	  Neutral	0	0	0	0.255022659
8109	None	"You ran away from home, didn't you?"	  Negative	-1	0	-0.095238	0.159784659
8110	None	" Yes, I did."	  Positive	1	0	-0.047619	0.207403659
8111	None	 Was there some reason you had to do that?	  Neutral	0	0	-0.095238	0.159784659
8112	None	 I shake my head.	  Neutral	0	0	-0.14286	0.112162659
8113	None	What should I say?	  Neutral	0	0	-0.19048	0.064542659
8114	Miss Saeki	Miss Saeki picks up the cup and takes a sip while she waits for my answer.	  Neutral	0	-0.090909	-0.19048	0.064542659
8115	None	"I felt like if I stayed there I'd be damaged beyond repair, I say."	  Neutral	0	0	-0.19048	0.064542659
8116	None	Damaged?	  Neutral	0	-0.18182	-0.2381	0.016922659
8117	Miss Saeki	" Miss Saeki says, narrowing her eyes."	  Neutral	0	-0.27273	-0.28571	-0.030687341
8118	None	"Yes, I say."	  Neutral	0	-0.36364	-0.28571	-0.030687341
8119	None	"After a pause she says, ""It sounds strange for a boy your age to use a word like damaged, though I must say I'm intrigued."	  Negative	-1	-0.36364	-0.28571	-0.030687341
8120	None	What exactly do you mean by damaged?	  Neutral	0	-0.36364	-0.19048	0.064542659
8121	None	 I search for the right words.	  Negative	-1	-0.45455	-0.2381	0.016922659
8122	None	"First I look for the boy named Crow, but he's nowhere to be found."	  Negative	-1	-0.54545	-0.19048	0.064542659
8123	None	"I'm left to choose them on my own, and that takes time."	  Negative	-1	-0.54545	-0.19048	0.064542659
8124	Miss Saeki	But Miss Saeki waits there patiently.	  Neutral	0	-0.54545	-0.2381	0.016922659
8125	None	"Lightning flashes outside, and after a time thunder booms far away."	  Neutral	0	-0.36364	-0.2381	0.016922659
8126	None	I mean I'd change into something I shouldn't.	  Negative	-1	-0.36364	-0.2381	0.016922659
8127	Miss Saeki	 Miss Saeki looks at me with great interest.	  Negative	-1	-0.18182	-0.2381	0.016922659
8128	None	"As long as there's such a thing as time, everybody's damaged in the end, changed into something else."	  Neutral	0	-0.090909	-0.2381	0.016922659
8129	None	"It always happens, sooner or later."	  Neutral	0	-0.090909	-0.28571	-0.030687341
8130	None	" But even if that happens, you've got to have a place you can retrace your steps to."	  Positive	1	-0.090909	-0.19048	0.064542659
8131	None	 A place you can retrace your steps to?	  Neutral	0	-0.090909	-0.2381	0.016922659
8132	None	 A place that's worth coming back to.	  Positive	1	0	-0.2381	0.016922659
8133	Miss Saeki	 Miss Saeki stares straight at me.	  Neutral	0	0.090909	-0.19048	0.064542659
8134	None	"I blush, then summon my courage and look up at her."	  Negative	-1	0	-0.14286	0.112162659
8135	None	She has on a navy blue dress with short sleeves.	  Neutral	0	0.090909	-0.2381	0.016922659
8136	None	She must have a whole closet of dresses in different shades of blue.	  Neutral	0	-0.090909	-0.2381	0.016922659
8137	None	Her only accessories are a thin silver necklace and a smallish wristwatch with a black leather band.	  Neutral	0	-0.18182	-0.2381	0.016922659
8138	None	I look for the fifteen-year-old girl in her and find her right away.	  Neutral	0	-0.27273	-0.19048	0.064542659
8139	None	"She's hidden, asleep, like a 3-D painting in the forest of her heart."	  Negative	-1	-0.27273	-0.19048	0.064542659
8140	None	But if you look carefully you can spot her.	  Positive	1	-0.36364	-0.19048	0.064542659
8141	None	"My chest starts pounding again, like somebody's hammering a long nail into the walls surrounding it."	  Negative	-1	-0.36364	-0.2381	0.016922659
8142	None	"For a fifteen-year-old, you make a lot of sense."	  Negative	-1	-0.45455	-0.2381	0.016922659
8143	None	 I have no idea how to respond to that.	  Neutral	0	-0.45455	-0.28571	-0.030687341
8144	None	So I don't say anything.	  Neutral	0	-0.45455	-0.28571	-0.030687341
8145	Miss Saeki	"When I was fifteen, Miss Saeki says with a smile, ""all I wanted was to go off to some other world, a place beyond anybody's reach."	  Very negative	-2	-0.36364	-0.28571	-0.030687341
8146	None	A place beyond the flow of time.	  Neutral	0	-0.45455	-0.28571	-0.030687341
8147	None	 But there's no place like that in this world.	  Negative	-1	-0.36364	-0.28571	-0.030687341
8148	None	 Exactly.	  Neutral	0	-0.27273	-0.33333	-0.078307341
8149	None	"Which is why I'm living here, in this world where things are continually damaged, where the heart is fickle, where time flows past without a break."	  Neutral	0	-0.27273	-0.33333	-0.078307341
8150	None	" As if hinting at the flow of time, she's silent for a while."	  Neutral	0	-0.36364	-0.28571	-0.030687341
8151	None	"But you know, she goes on, ""when I was fifteen, I thought there had to be a place like that in the world."	  Neutral	0	-0.18182	-0.38095	-0.125927341
8152	None	I was sure that somewhere I'd run across the entrance that would take me to that other world.	  Neutral	0	-0.18182	-0.28571	-0.030687341
8153	None	 Were you lonely when you were fifteen?	  Neutral	0	-0.18182	-0.2381	0.016922659
8154	None	" In a sense, I guess."	  Neutral	0	-0.18182	-0.2381	0.016922659
8155	None	"I wasn't alone, but I was terribly lonely."	  Negative	-1	-0.18182	-0.2381	0.016922659
8156	None	Because I knew that I would never be happier than I was then.	  Neutral	0	-0.27273	-0.19048	0.064542659
8157	None	That much I knew for sure.	  Neutral	0	-0.18182	-0.19048	0.064542659
8158	None	That's why I wanted to go--just as I was--to some place where there was no time.	  Negative	-1	-0.18182	-0.19048	0.064542659
8159	None	 What I want is to grow up faster.	  Neutral	0	-0.18182	-0.19048	0.064542659
8160	Miss Saeki	 Miss Saeki pulls back to study my expression.	  Neutral	0	-0.18182	-0.19048	0.064542659
8161	None	You must be much stronger and more independent than I am.	  Negative	-1	-0.18182	-0.2381	0.016922659
8162	None	"At your age I was filled with illusions of escaping reality, but you're standing right up to the real world and confronting it head-on."	  Positive	1	-0.18182	-0.28571	-0.030687341
8163	None	That's a big difference.	  Neutral	0	-0.27273	-0.28571	-0.030687341
8164	None	 Strong and independent?	  Neutral	0	-0.18182	-0.28571	-0.030687341
8165	None	I'm neither one.	  Neutral	0	-0.18182	-0.28571	-0.030687341
8166	None	"I'm just being pushed along by reality, whether I like it or not."	  Negative	-1	-0.27273	-0.2381	0.016922659
8167	None	But I don't say anything.	  Neutral	0	-0.27273	-0.28571	-0.030687341
8168	None	"You know, you remind me of a fifteen-year-old boy I used to know a long time ago."	  Negative	-1	-0.36364	-0.33333	-0.078307341
8169	None	 Did he look like me?	  Neutral	0	-0.36364	-0.28571	-0.030687341
8170	None	 I ask.	  Neutral	0	-0.36364	-0.33333	-0.078307341
8171	None	"You're taller and more muscular than he was, but there is a resemblance."	  Negative	-1	-0.36364	-0.33333	-0.078307341
8172	None	"He didn't enjoy talking with other kids his age--they were on a different wavelength--so he spent most of his time holed up in his room, reading or listening to music."	  Negative	-1	-0.36364	-0.33333	-0.078307341
8173	None	"He'd get the same frown lines, too, whenever the topic got difficult."	  Neutral	0	-0.45455	-0.38095	-0.125927341
8174	None	And you love to read as well.	  Neutral	0	-0.36364	-0.38095	-0.125927341
8175	None	 I nod.	  Neutral	0	-0.45455	-0.42857	-0.173547341
8176	Miss Saeki	Miss Saeki glances at her watch.	  Neutral	0	-0.45455	-0.42857	-0.173547341
8177	None	Thank you for the coffee.	  Negative	-1	-0.45455	-0.38095	-0.125927341
8178	None	" Taking that as my signal to leave, I stand up and head for the door."	  Negative	-1	-0.36364	-0.38095	-0.125927341
8179	Miss Saeki	"Miss Saeki picks up her black fountain pen, slowly twists off the cap, and goes back to her writing."	  Neutral	0	-0.36364	-0.33333	-0.078307341
8180	None	"There's another flash of lightning outside, bathing the room for an instant in a weird color."	  Negative	-1	-0.45455	-0.28571	-0.030687341
8181	None	The clap of thunder hits a moment later.	  Neutral	0	-0.45455	-0.33333	-0.078307341
8182	None	This time it's closer than before.	  Negative	-1	-0.45455	-0.33333	-0.078307341
8183	Miss Saeki	"Kafka, Miss Saeki says."	  Neutral	0	-0.36364	-0.33333	-0.078307341
8184	None	I stop at the doorway and turn around.	  Neutral	0	-0.27273	-0.38095	-0.125927341
8185	None	I just remembered that I wrote a book on lightning once.	  Negative	-1	-0.18182	-0.42857	-0.173547341
8186	None	 I don't say anything.	  Neutral	0	-0.18182	-0.47619	-0.221167341
8187	None	A book on lightning?	  Neutral	0	-0.27273	-0.47619	-0.221167341
8188	None	I went all over Japan interviewing people who'd survived lightning strikes.	  Neutral	0	-0.27273	-0.33333	-0.078307341
8189	None	It took me a few years.	  Neutral	0	-0.36364	-0.33333	-0.078307341
8190	None	Most of the interviews were pretty interesting.	  Positive	1	-0.45455	-0.38095	-0.125927341
8191	None	"A small publisher put it out, but it barely sold."	  Negative	-1	-0.45455	-0.28571	-0.030687341
8192	None	"The book didn't come to any conclusion, and nobody wants to read a book that doesn't have one."	  Negative	-1	-0.45455	-0.28571	-0.030687341
8193	None	"For me, though, having no conclusion seemed perfectly fine."	  Negative	-1	-0.27273	-0.2381	0.016922659
8194	None	" A tiny hammer in my head is pounding on a drawer somewhere, persistently."	  Negative	-1	-0.36364	-0.28571	-0.030687341
8195	None	"I'm trying to remember something, something very important--but I don't know what it is."	  Negative	-1	-0.45455	-0.28571	-0.030687341
8196	Miss Saeki	By this time Miss Saeki's gone back to her writing and I go back to my room.	  Negative	-1	-0.45455	-0.28571	-0.030687341
8197	None	The rainstorm continues to batter us for another hour.	  Neutral	0	-0.36364	-0.33333	-0.078307341
8198	None	The thunder is so incredibly loud that I'm afraid the windows in the library will shatter.	  Very positive	2	-0.27273	-0.33333	-0.078307341
8199	None	"Every time a bolt of lightning streaks across the sky, the stained-glass window on the landing flashes an image like some ancient ghost on the white wall across from it."	  Negative	-1	-0.27273	-0.33333	-0.078307341
8200	None	"By two o'clock, the storm lets up, and yellowish light begins to spill out between the clouds like a reconciliation has finally been reached."	  Negative	-1	-0.18182	-0.33333	-0.078307341
8201	None	Water continues to drip down in the gentle sunlight.	  Positive	1	-0.18182	-0.33333	-0.078307341
8202	None	"When evening rolls around, I start closing up the place for the night."	  Neutral	0	-0.18182	-0.28571	-0.030687341
8203	Oshima	Miss Saeki says good-bye to me and Oshima and heads home.	  Neutral	0	-0.18182	-0.28571	-0.030687341
8204	None	"I hear the engine of her Golf and picture her seated at the wheel, turning the key."	  Negative	-1	-0.36364	-0.33333	-0.078307341
8205	Oshima	I tell Oshima I'll finish locking up.	  Neutral	0	-0.27273	-0.33333	-0.078307341
8206	None	"Whistling some aria, he goes off to wash up in the restroom, then leaves."	  Negative	-1	-0.090909	-0.28571	-0.030687341
8207	None	"I listen as the Mazda Miata roars off, the sound fading off in the distance."	  Negative	-1	-0.18182	-0.28571	-0.030687341
8208	None	Now the library's all mine.	  Neutral	0	-0.27273	-0.2381	0.016922659
8209	None	It's much quieter than ever before.	  Neutral	0	-0.45455	-0.33333	-0.078307341
8210	Kafka Tamura	"I go to my room and study the sheet music for ""Kafka on the Shore."	  Neutral	0	-0.45455	-0.33333	-0.078307341
8211	None	" Like I suspected, most of the chords are simple."	  Positive	1	-0.45455	-0.28571	-0.030687341
8212	None	"The refrain, though, has a couple tricky ones."	  Neutral	0	-0.45455	-0.38095	-0.125927341
8213	None	I go over to the reading room and try playing it on the upright piano.	  Negative	-1	-0.27273	-0.42857	-0.173547341
8214	None	"The fingering's really tough, so I practice it over and over, trying to get my hands around it, and somehow wind up getting it to sound right."	  Very negative	-2	-0.27273	-0.47619	-0.221167341
8215	None	At first the chords sound all wrong.	  Negative	-1	-0.36364	-0.47619	-0.221167341
8216	None	"I'm sure it's a misprint, or that the piano's out of tune."	  Neutral	0	-0.36364	-0.47619	-0.221167341
8217	None	"But the longer I listen to how those two chords sound one after the other, the more I'm convinced the whole song hangs on them."	  Negative	-1	-0.54545	-0.42857	-0.173547341
8218	Kafka Tamura	"These two chords are what keep ""Kafka on the Shore"" from degrading into some silly pop song, give it a special depth and substance."	  Positive	1	-0.63636	-0.38095	-0.125927341
8219	Miss Saeki	But how in the world did Miss Saeki come up with them?	  Neutral	0	-0.63636	-0.42857	-0.173547341
8220	None	"I go back to my room, boil water in the electric kettle, and make some tea."	  Negative	-1	-0.54545	-0.42857	-0.173547341
8221	None	I take out the old records we found in the storage room and put them on the turntable one after another.	  Neutral	0	-0.45455	-0.47619	-0.221167341
8222	None	"Bob Dylan's Blonde on Blonde, the Beatles' ""White Album,"" Otis Redding's Dock of the Bay, Stan Getz's Getz/Gilberto--all hit albums from the late sixties."	  Negative	-1	-0.45455	-0.52381	-0.268787341
8223	Miss Saeki	"That young boy--with Miss Saeki right beside him--must've done what I was doing, putting the records on the turntable, lowering the needle, listening to the music coming out of these speakers."	  Negative	-1	-0.36364	-0.57143	-0.316407341
8224	None	"The music felt like it was taking me and the whole room off to some different time, a world before I was even born."	  Negative	-1	-0.54545	-0.47619	-0.221167341
8225	None	"As I enjoy the music, I review the conversation we'd had that afternoon, trying to capture our exact words."	  Negative	-1	-0.54545	-0.38095	-0.125927341
8226	None	"When I was fifteen, I thought there had to be a place like that in the world."	  Neutral	0	-0.54545	-0.38095	-0.125927341
8227	None	I was sure that somewhere I'd run across the entrance that would take me to that other world.	  Neutral	0	-0.54545	-0.33333	-0.078307341
8228	None	 I can hear her voice right beside me.	  Neutral	0	-0.54545	-0.33333	-0.078307341
8229	None	"Inside my head something knocks at a door, a heavy, persistent knock."	  Negative	-1	-0.36364	-0.42857	-0.173547341
8230	None	An entrance?	  Neutral	0	-0.27273	-0.42857	-0.173547341
8231	Kafka Tamura	"I lift the needle off the Stan Getz album, pull out the single of ""Kafka on the Shore,"" place it on the turntable, and lower the needle."	  Negative	-1	-0.27273	-0.42857	-0.173547341
8232	None	And listen to her sing.	  Neutral	0	-0.18182	-0.42857	-0.173547341
8233	None	"The drowning girl's fingers Search for the entrance stone, and more."	  Negative	-1	-0.27273	-0.42857	-0.173547341
8234	Kafka Tamura	"Lifting the hem of her azure dress, She gazes-- at Kafka on the shore."	  Positive	1	-0.36364	-0.42857	-0.173547341
8235	None	The girl who comes to this room most likely located that entrance stone.	  Neutral	0	-0.27273	-0.42857	-0.173547341
8236	None	"She's in another world, just as she was at fifteen, and at night she comes to visit this room."	  Negative	-1	-0.36364	-0.42857	-0.173547341
8237	Kafka Tamura	"In her light blue dress, she comes to gaze at Kafka on the shore."	  Positive	1	-0.27273	-0.47619	-0.221167341
8238	None	"Suddenly, completely out of nowhere, I remember my father talking about how he'd once been struck by lightning."	  Negative	-1	-0.36364	-0.47619	-0.221167341
8239	None	He didn't tell me himself--I'd read about it in an interview in a magazine.	  Negative	-1	-0.36364	-0.52381	-0.268787341
8240	None	"When he was a student in art college, he had a part-time job as a caddy at a golf course."	  Neutral	0	-0.54545	-0.47619	-0.221167341
8241	None	One day he was following his golfer around the course when the sky suddenly changed color and a huge thunderstorm crashed down on them.	  Negative	-1	-0.63636	-0.52381	-0.268787341
8242	None	They took refuge under a tree when it was hit by a bolt of lightning.	  Neutral	0	-0.63636	-0.42857	-0.173547341
8243	None	This huge tree was split right in two.	  Negative	-1	-0.72727	-0.52381	-0.268787341
8244	None	"The golfer he was caddying for was killed, but my father, sensing something, leaped away from the tree in time."	  Negative	-1	-0.72727	-0.42857	-0.173547341
8245	None	"He got some light burns, his hair was singed, and the shock of the lightning threw him against a rock."	  Negative	-1	-0.63636	-0.52381	-0.268787341
8246	None	"He struck his head and lost consciousness, but survived the ordeal with only a small scar on his forehead."	  Negative	-1	-0.72727	-0.57143	-0.316407341
8247	Miss Saeki	"That's what I was trying to remember this afternoon, standing there in Miss Saeki's doorway listening to the roar of the thunder."	  Negative	-1	-0.54545	-0.52381	-0.268787341
8248	None	It was after he recovered from his injuries that my father got serious about his career as a sculptor.	  Neutral	0	-0.72727	-0.57143	-0.316407341
8249	Miss Saeki	"As Miss Saeki went around interviewing people for her book, maybe she met my father."	  Negative	-1	-0.54545	-0.57143	-0.316407341
8250	None	It's entirely possible.	  Neutral	0	-0.54545	-0.57143	-0.316407341
8251	None	"There can't be that many people around who've been struck by lightning and lived, can there?"	  Negative	-1	-0.54545	-0.57143	-0.316407341
8252	None	"I breathe very quietly, waiting for the dawn."	  Positive	1	-0.45455	-0.57143	-0.316407341
8253	None	"A cloud parts, and moonlight shines down on the trees in the garden."	  Very negative	-2	-0.36364	-0.61905	-0.364027341
8254	None	There are just too many coincidences.	  Positive	1	-0.45455	-0.61905	-0.364027341
8255	None	"Everything seems to be speeding up, rushing toward one destination."	  Negative	-1	-0.45455	-0.61905	-0.364027341
8256	None	" 26 It was already pretty late in the afternoon, and they had to find a place to stay for the night."	  Negative	-1	-0.45455	-0.57143	-0.316407341
8257	Hoshino	Hoshino went to the tourist information booth at Takamatsu Station and had them make a reservation at an inn.	  Neutral	0	-0.45455	-0.52381	-0.268787341
8258	None	"It was within walking distance of the station, which was nice, but otherwise was typical and somewhat dumpy."	  Neutral	0	-0.63636	-0.52381	-0.268787341
8259	Hoshino	"Neither Hoshino nor Nakata minded much, though."	  Negative	-1	-0.54545	-0.52381	-0.268787341
8260	None	"As long as there were futons to sleep on, they were fine."	  Negative	-1	-0.72727	-0.42857	-0.173547341
8261	None	"As before, breakfast was provided but they were on their own for dinner."	  Neutral	0	-0.63636	-0.42857	-0.173547341
8262	Satoru Nakata	"This particularly suited Nakata, who was likely to drop off to sleep any time."	  Negative	-1	-0.54545	-0.38095	-0.125927341
8263	Hoshino	"Once they were in their room, Nakata had Hoshino lie facedown on the futon, got on top of him again, and pressed down with both thumbs up and down his lower back, carefully checking out the condition of his joints and muscles."	  Negative	-1	-0.63636	-0.47619	-0.221167341
8264	None	"This time he was much more gentle, just tracing the spine and checking out how tense the muscles were."	  Negative	-1	-0.63636	-0.38095	-0.125927341
8265	None	Something wrong?	  Negative	-1	-0.45455	-0.42857	-0.173547341
8266	Hoshino	 Hoshino asked anxiously.	  Neutral	0	-0.36364	-0.42857	-0.173547341
8267	None	"No, everything's fine."	  Neutral	0	-0.36364	-0.38095	-0.125927341
8268	Satoru Nakata	Nakata doesn't find anything wrong with you now.	  Negative	-1	-0.36364	-0.38095	-0.125927341
8269	None	Your spine's in good shape.	  Neutral	0	-0.27273	-0.42857	-0.173547341
8270	Hoshino	" That's a relief,"" Hoshino said."	  Positive	1	-0.18182	-0.42857	-0.173547341
8271	None	I wasn't looking forward to another torture session.	  Neutral	0	-0.18182	-0.42857	-0.173547341
8272	None	 I know.	  Neutral	0	-0.18182	-0.47619	-0.221167341
8273	Satoru Nakata	Nakata's really sorry.	  Negative	-1	-0.18182	-0.42857	-0.173547341
8274	None	"But you did tell me you didn't mind pain, so I went ahead and did it as hard as I could."	  Neutral	0	-0.18182	-0.42857	-0.173547341
8275	None	" Yeah, I know that's what I said."	  Neutral	0	-0.27273	-0.38095	-0.125927341
8276	None	"But listen, Gramps, there are limits."	  Negative	-1	-0.45455	-0.38095	-0.125927341
8277	None	Sometimes you've gotta use common sense.	  Neutral	0	-0.54545	-0.38095	-0.125927341
8278	None	But I guess I shouldn't be complaining--you did fix my back.	  Neutral	0	-0.54545	-0.38095	-0.125927341
8279	None	"But man alive, I never felt anything like that in my life."	  Negative	-1	-0.54545	-0.33333	-0.078307341
8280	None	The pain was unimaginable!	  Negative	-1	-0.54545	-0.38095	-0.125927341
8281	None	It felt like you were ripping me apart.	  Negative	-1	-0.63636	-0.42857	-0.173547341
8282	None	Like I died and came back to life or something.	  Negative	-1	-0.54545	-0.47619	-0.221167341
8283	Satoru Nakata	 Nakata was dead for three weeks once.	  Neutral	0	-0.54545	-0.47619	-0.221167341
8284	Hoshino	" No kidding,"" Hoshino said."	  Negative	-1	-0.54545	-0.42857	-0.173547341
8285	None	"Still facedown, he took a gulp of tea and munched on some crunchy snacks he'd picked up at a convenience store."	  Neutral	0	-0.54545	-0.42857	-0.173547341
8286	None	So you really were dead?	  Negative	-1	-0.45455	-0.42857	-0.173547341
8287	None	 I was.	  Neutral	0	-0.45455	-0.38095	-0.125927341
8288	None	 Where were you all that time?	  Neutral	0	-0.36364	-0.42857	-0.173547341
8289	Satoru Nakata	 Nakata doesn't remember.	  Neutral	0	-0.36364	-0.47619	-0.221167341
8290	None	"It felt like I was somewhere far away, doing something else."	  Negative	-1	-0.27273	-0.42857	-0.173547341
8291	None	But my head was floating and I can't remember anything.	  Neutral	0	-0.27273	-0.38095	-0.125927341
8292	None	Then I came back to this world and found out I was dumb.	  Negative	-1	-0.18182	-0.33333	-0.078307341
8293	None	I couldn't read or write anymore.	  Neutral	0	-0.27273	-0.28571	-0.030687341
8294	None	 You must've left your ability to read and write over on the other side.	  Neutral	0	-0.36364	-0.2381	0.016922659
8295	None	 Maybe so.	  Neutral	0	-0.36364	-0.19048	0.064542659
8296	None	 The two of them were silent for a time.	  Neutral	0	-0.27273	-0.19048	0.064542659
8297	Hoshino	"Hoshino decided it was best to believe whatever the old man told him, no matter how eccentric it sounded."	  Neutral	0	-0.27273	-0.14286	0.112162659
8298	None	"At the same time he felt uneasy, as if pursuing this dead-for-three-weeks idea any further would lead him into some chaotic, out-of-control situation."	  Negative	-1	-0.18182	-0.14286	0.112162659
8299	None	Better to turn the conversation back to more practical matters.	  Negative	-1	-0.090909	-0.19048	0.064542659
8300	Satoru Nakata	"So, now that we're in Takamatsu, Mr. Nakata, where are you planning to go?"	  Neutral	0	-0.090909	-0.2381	0.016922659
8301	Satoru Nakata	" I have no idea,"" Nakata replied."	  Neutral	0	-0.090909	-0.14286	0.112162659
8302	None	I don't know what I'm supposed to do.	  Neutral	0	-0.090909	-0.095238	0.159784659
8303	None	 What about that entrance stone?	  Neutral	0	-0.090909	-0.047619	0.207403659
8304	None	 That's right!	  Positive	1	-0.090909	-0.047619	0.207403659
8305	Satoru Nakata	Nakata completely forgot about it.	  Neutral	0	-0.090909	-0.047619	0.207403659
8306	None	We have to find the stone.	  Neutral	0	0	-0.047619	0.207403659
8307	None	But I don't have a clue where to look.	  Neutral	0	0.090909	-0.095238	0.159784659
8308	None	My mind's floating and won't clear up.	  Neutral	0	0.090909	-0.14286	0.112162659
8309	None	"I wasn't too bright to begin with, and this kind of thing only makes it worse."	  Negative	-1	0.090909	-0.095238	0.159784659
8310	None	" We're in a bit of a fix, then, aren't we?"	  Negative	-1	0	-0.047619	0.207403659
8311	None	" Yes, I'd say we are."	  Positive	1	0	-0.095238	0.159784659
8312	None	 Not that sitting here staring at each other's all that much fun.	  Positive	1	-0.090909	-0.095238	0.159784659
8313	None	This won't get us anywhere.	  Neutral	0	-0.18182	-0.14286	0.112162659
8314	None	 You're right.	  Neutral	0	-0.18182	-0.14286	0.112162659
8315	None	" I think we should go around asking people, you know, if that stone's somewhere around here."	  Neutral	0	-0.090909	-0.2381	0.016922659
8316	Satoru Nakata	" If you say so, then that's what Nakata wants to do."	  Neutral	0	-0.090909	-0.28571	-0.030687341
8317	None	"I'm pretty dumb, so I'm used to asking people questions."	  Negative	-1	-0.18182	-0.28571	-0.030687341
8318	None	" My grandpa always said asking a question is embarrassing for a moment, but not asking is embarrassing for a lifetime."	  Negative	-1	-0.36364	-0.28571	-0.030687341
8319	None	 I agree.	  Neutral	0	-0.36364	-0.2381	0.016922659
8320	None	"When you die, everything you know disappears."	  Neutral	0	-0.45455	-0.2381	0.016922659
8321	Hoshino	" Well, that's not what he meant, exactly,"" Hoshino said, scratching his head."	  Negative	-1	-0.54545	-0.19048	0.064542659
8322	None	"Anyway, do you have a mental image of the stone?"	  Neutral	0	-0.54545	-0.28571	-0.030687341
8323	None	"What kind of stone it is, how big it is, its shape or color?"	  Negative	-1	-0.45455	-0.33333	-0.078307341
8324	None	What it's used for?	  Neutral	0	-0.27273	-0.33333	-0.078307341
8325	None	"If we don't have some details, it's hard to ask."	  Negative	-1	-0.36364	-0.33333	-0.078307341
8326	None	"Nobody's going to know what the heck we're talking about if we just say, Is there an entrance stone anywhere around here?"	  Negative	-1	-0.36364	-0.38095	-0.125927341
8327	None	They'll think we're nuts.	  Neutral	0	-0.36364	-0.42857	-0.173547341
8328	None	You see what I mean?	  Neutral	0	-0.36364	-0.38095	-0.125927341
8329	None	" Yes, I do."	  Positive	1	-0.27273	-0.38095	-0.125927341
8330	None	"I might be dumb, but I'm not nuts."	  Negative	-1	-0.27273	-0.38095	-0.125927341
8331	None	 Okay.	  Neutral	0	-0.27273	-0.38095	-0.125927341
8332	Satoru Nakata	 The stone Nakata's looking for is very special.	  Negative	-1	-0.27273	-0.33333	-0.078307341
8333	None	It's not so big.	  Neutral	0	-0.27273	-0.28571	-0.030687341
8334	None	"It's white, and doesn't have any smell."	  Neutral	0	-0.36364	-0.2381	0.016922659
8335	None	I don't know what it's used for.	  Neutral	0	-0.45455	-0.2381	0.016922659
8336	None	"It's round, sort of like a rice cake."	  Negative	-1	-0.36364	-0.19048	0.064542659
8337	None	 He held up his hands to indicate something the size of an LP record.	  Negative	-1	-0.36364	-0.19048	0.064542659
8338	None	Hmm.	  Neutral	0	-0.18182	-0.2381	0.016922659
8339	None	"So if you spotted it, do you think you'd recognize it?"	  Negative	-1	-0.18182	-0.2381	0.016922659
8340	None	"You know, like-- Hey, here it is."	  Neutral	0	-0.18182	-0.28571	-0.030687341
8341	Satoru Nakata	 Nakata would know it right away.	  Neutral	0	-0.18182	-0.19048	0.064542659
8342	None	 There must be some kind of story or legend behind it.	  Neutral	0	-0.18182	-0.2381	0.016922659
8343	None	Maybe it's famous and on display at a shrine or someplace.	  Positive	1	-0.18182	-0.19048	0.064542659
8344	None	" It could be, I suppose."	  Neutral	0	-0.18182	-0.19048	0.064542659
8345	None	" Or maybe it's just in some house, and people use it as a weight when they make pickles."	  Neutral	0	-0.090909	-0.19048	0.064542659
8346	None	" No, that's not possible."	  Neutral	0	0	-0.19048	0.064542659
